id,Target
1,9.583502796914223
2,12.709409510714968
3,5.669241103601482
4,11.16192351624342
5,9.971269265360888
6,10.762487345268788
7,10.020853766131545
8,8.070115981110385
9,10.12056453622006
10,8.529180010684366
11,9.956596808757416
12,7.340345279291173
13,10.705051657346758
14,8.552613200343256
15,13.70943205627247
16,12.181797865775925
17,12.665984398697688
18,6.118614093087586
19,9.464738268789162
20,9.716690799452419
21,7.83387898827917
22,9.387125504032925
23,8.898939703086043
24,8.218862862691388
25,12.700741768849028
26,6.370333366216603
27,10.272253768263639
28,14.975369330244598
29,11.445238039861975
30,10.115221128898947
31,7.996336739882607
32,9.958581161056491
33,6.366031549580119
34,10.86297816538506
35,10.440691123614847
36,7.190222331370234
37,9.79230667582146
38,9.392970533218067
39,10.992756266773776
40,9.137607013593703
41,10.523235822837046
42,8.007285842662746
43,8.769063411595122
44,14.688197553876273
45,6.23598144520581
46,9.524813866142688
47,8.3200205388509
48,10.344011927288815
49,10.45441406150879
50,7.8372140909307575
51,9.989680344753785
52,9.913703552484392
53,11.529046361158194
54,10.468038136330504
55,8.883788517767707
56,9.741208715542646
57,11.105920050257117
58,9.459796814826726
59,10.498538904089976
60,6.640438495197098
61,11.62662591625886
62,13.648940365315978
63,6.704386955901502
64,15.505885942605502
65,11.936331545944881
66,9.941994345129133
67,8.46978428758711
68,8.593361571137411
69,10.944873328602087
70,8.473117563782099
71,9.174035653242546
72,9.583607215742125
73,7.093706868265304
74,8.067219775266231
75,10.369199459410849
76,7.403124097819877
77,11.703923870071312
78,9.466331137547355
79,9.107795943415596
80,8.167987597964293
81,11.337170479973096
82,11.26049810014492
83,10.255105892159497
84,6.255636796369811
85,9.987446193557615
86,6.29899094966283
87,10.05228277279245
88,7.087104581356383
89,7.99658794153087
90,10.938414385837655
91,11.665131524547931
92,9.699535431683346
93,8.984423551143726
94,12.137286540049203
95,9.597754469137355
96,10.410765959502747
97,10.262469195230201
98,11.004927284762765
99,9.176491928411084
100,10.197748243266064
101,10.910917991231
102,10.039639638164758
103,12.283716250459207
104,9.767341308566088
105,11.598452433932154
106,7.537411070519056
107,10.747007822724646
108,7.995179434506973
109,8.742773947271118
110,9.94239467802415
111,9.670229676250946
112,11.645368444823802
113,15.556424431181524
114,8.750933029304038
115,8.059052985095027
116,9.898829440589452
117,9.61902594858409
118,8.358536188945582
119,8.430646127904641
120,12.085909660470861
121,8.713101541433696
122,12.38747134637934
123,11.19964267479799
124,6.971998757104934
125,6.25733720206235
126,11.313809189142503
127,11.254681205007406
128,11.927671982248631
129,12.982825398931878
130,10.967257413673304
131,6.842359666979614
132,8.296483821401985
133,5.591153313703401
134,8.957226401243037
135,11.004909785300562
136,14.305692883804383
137,8.734670193899218
138,8.858392128218435
139,7.169009769775151
140,9.356956939776072
141,9.808318027289323
142,7.014170230191141
143,10.566494148580674
